name,item,ability,level,tera_type,nature,evs.ev_hp,evs.ev_attack,evs.ev_defense,evs.ev_special_attack,evs.ev_special_defense,evs.ev_speed,ivs.iv_hp,ivs.iv_attack,ivs.iv_defense,ivs.iv_special_attack,ivs.iv_special_defense,ivs.iv_speed,moves.move_1,moves.move_2,moves.move_3,moves.move_4
Ho-Oh,Rocky Helmet,Regenerator,50,Grass,Adamant,252,156,84,4,4,12,31,0,0,24,31,0,Sacred Fire,Life Dew,Tailwind,Protect
Flutter Mane,Choice Specs,Protosynthesis,50,Fairy,Timid,100,4,68,188,4,148,0,0,18,11,0,10,Moonblast,Dazzling Gleam,Shadow Ball,Icy Wind
Raging Bolt,Assault Vest,Protosynthesis,50,Electric,Modest,196,252,36,60,84,132,19,20,31,12,31,0,Thunderclap,Draco Meteor,Volt Switch,Snarl
Chien-Pao,Focus Sash,Sword of Ruin,50,Stellar,Adamant,4,252,76,252,4,252,31,0,31,20,31,21,Ice Spinner,Throat Chop,Sucker Punch,Protect
Amoonguss,Mental Herb,Regenerator,50,Fire,Bold,236,252,236,252,36,236,0,0,4,20,4,27,Spore,Rage Powder,Pollen Puff,Clear Smog
Lunala,Power Herb,Shadow Shield,50,Fairy,Modest,100,252,164,180,60,4,0,0,31,16,31,0,Moongeist Beam,Expanding Force,Meteor Beam,Tailwind
Ursaluna,Flame Orb,Guts,50,Ground,Jolly,12,236,4,4,4,252,31,0,0,24,31,0,Headlong Rush,Facade,Earthquake,Protect
Miraidon,Choice Specs,Hadron Engine,50,Fairy,Modest,124,4,68,196,4,188,0,0,18,11,0,10,Draco Meteor,Electro Drift,Dazzling Gleam,Discharge
Archaludon,Assault Vest,Stamina,50,Bug,Bold,220,252,20,164,52,52,19,0,31,12,31,0,Draco Meteor,Body Press,Foul Play,Flash Cannon
Bastiodon,Leftovers,Sturdy,50,Poison,Brave,252,252,100,252,156,252,31,8,31,20,31,18,Iron Defense,Metal Burst,Body Press,Wide Guard
Gastrodon-East,Sitrus Berry,Storm Drain,50,Fire,Relaxed,252,252,252,252,4,236,0,0,4,20,4,27,Protect,Earth Power,Clear Smog,Yawn
Zamazenta-Crowned,Rusted Shield,Dauntless Shield,50,Dragon,Impish,252,252,76,180,92,84,0,0,31,16,31,0,Body Press,Heavy Slam,Wide Guard,Protect
Calyrex-Shadow,Life Orb,As One (Spectrier),50,Dark,Timid,28,236,4,228,4,252,31,0,0,24,31,0,Astral Barrage,Psychic,Nasty Plot,Protect
Incineroar,Rocky Helmet,Intimidate,50,Bug,Impish,252,4,132,196,124,188,0,0,18,11,0,10,Flare Blitz,Knock Off,Fake Out,Parting Shot
Rillaboom,Assault Vest,Grassy Surge,50,Fire,Adamant,252,148,20,164,108,52,19,0,31,12,31,20,Drum Beating,Fake Out,Grassy Glide,U-turn
Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,50,Stellar,Jolly,252,236,100,252,20,252,31,8,31,20,31,18,Surging Strikes,Close Combat,U-turn,Coaching
Ogerpon-Cornerstone (F),Cornerstone Mask,Sturdy,50,Rock,Jolly,68,172,12,252,4,252,0,0,4,20,4,27,Ivy Cudgel,Power Whip,Follow Me,Spiky Shield
Koraidon,Life Orb,Orichalcum Pulse,50,Fire,Jolly,4,252,76,180,92,252,0,0,31,16,31,0,Close Combat,Dragon Claw,Flare Blitz,Protect
Calyrex-Shadow,Focus Sash,As One (Spectrier),50,Ghost,Timid,28,236,4,252,4,252,31,0,0,24,31,0,Expanding Force,Protect,Shadow Ball,Astral Barrage
Walking Wake,Covert Cloak,Protosynthesis,50,Water,Timid,4,4,132,244,4,252,0,0,18,11,0,10,Hydro Steam,Draco Meteor,Protect,Flamethrower
Ditto,Choice Scarf,Imposter,50,Ghost,Sassy,252,148,20,164,100,52,19,0,31,12,31,20,Transform,Fake Out,Grassy Glide,U-turn
Amoonguss,Rocky Helmet,Regenerator,50,Water,Relaxed,252,236,156,252,100,252,31,0,31,20,31,0,Pollen Puff,Rage Powder,Spore,Clear Smog
Indeedee-F,Safety Goggles,Psychic Surge,50,Dragon,Bold,252,172,252,252,4,252,0,0,4,20,4,6,Helping Hand,Psychic,Follow Me,Trick Room
Koraidon,Life Orb,Orichalcum Pulse,50,Fire,Jolly,4,252,76,180,92,252,0,0,31,16,31,0,Close Combat,Flare Blitz,Flame Charge,Protect
Terapagos-Terastal,Leftovers,Tera Shift,50,Stellar,Bold,172,236,164,44,4,124,31,0,0,24,31,0,Tera Starstorm,Earth Power,Calm Mind,Protect
Incineroar,Rocky Helmet,Intimidate,50,Bug,Impish,244,4,244,244,20,252,0,0,18,11,0,29,Flare Blitz,Knock Off,Fake Out,Parting Shot
Rillaboom,Assault Vest,Grassy Surge,50,Water,Adamant,204,36,4,164,252,12,19,0,31,12,31,20,Wood Hammer,Grassy Glide,U-turn,Fake Out
Ogerpon-Cornerstone,Cornerstone Mask,Sturdy,50,Rock,Adamant,28,76,148,252,4,252,31,0,31,20,31,0,Ivy Cudgel,Power Whip,Follow Me,Spiky Shield
Flutter Mane,Focus Sash,Protosynthesis,50,Normal,Timid,4,172,252,252,4,252,0,0,4,20,4,6,Moonblast,Shadow Ball,Icy Wind,Protect
Miraidon,Life Orb,Hadron Engine,50,Fairy,Modest,28,252,4,252,4,220,0,0,31,16,31,0,Electro Drift,Draco Meteor,Dazzling Gleam,Protect
Solgaleo,Covert Cloak,Full Metal Body,50,Grass,Adamant,252,100,4,44,148,4,31,0,0,24,31,0,Sunsteel Strike,Psychic Fangs,Wide Guard,Trick Room
Whimsicott,Mental Herb,Prankster,50,Dark,Timid,252,4,4,4,212,36,0,0,18,11,0,29,Moonblast,Tailwind,Encore,Light Screen
Ogerpon-Hearthflame (F),Hearthflame Mask,Mold Breaker,50,Fire,Adamant,252,36,52,164,12,156,19,0,31,12,31,20,Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield
Iron Hands,Assault Vest,Quark Drive,50,Water,Brave,76,180,12,252,236,252,31,0,31,20,31,0,Drain Punch,Wild Charge,Ice Punch,Fake Out
Urshifu-Rapid-Strike,Focus Sash,Unseen Fist,50,Stellar,Adamant,4,252,252,252,4,252,0,0,4,20,4,6,Surging Strikes,Aqua Jet,Close Combat,Detect
Calyrex-Shadow,Focus Sash,As One (Spectrier),50,Ghost,Timid,28,252,4,252,4,252,0,0,31,16,31,0,Astral Barrage,Disable,Gravity,Protect
Groudon,Clear Amulet,Drought,50,Fire,Adamant,92,156,4,44,4,252,31,0,0,24,31,0,Precipice Blades,Heat Crash,Swords Dance,Protect
Jumpluff,Covert Cloak,Chlorophyll,50,Dark,Timid,252,4,52,4,212,204,0,0,18,11,0,29,Tailwind,Sleep Powder,Encore,Helping Hand
Incineroar,Safety Goggles,Intimidate,50,Ghost,Impish,244,4,188,164,4,68,19,0,31,12,31,20,Flare Blitz,Parting Shot,Taunt,Fake Out
Raging Bolt,Life Orb,Protosynthesis,50,Electric,Modest,68,180,4,252,4,180,31,20,31,20,31,0,Thunderbolt,Draco Meteor,Thunderclap,Protect
Urshifu,Choice Band,Unseen Fist,50,Ghost,Adamant,4,236,4,252,12,252,0,0,4,20,4,6,Wicked Blow,Close Combat,Sucker Punch,Poison Jab
Miraidon,Assault Vest,Hadron Engine,50,Fairy,Modest,132,252,4,116,4,252,0,0,31,16,31,0,Electro Drift,Draco Meteor,Dazzling Gleam,Volt Switch
Koraidon,Life Orb,Orichalcum Pulse,50,Fire,Jolly,4,252,4,44,4,252,31,0,0,24,31,0,Flare Blitz,Close Combat,Flame Charge,Protect
Chi-Yu,Choice Scarf,Beads of Ruin,50,Ghost,Modest,4,4,52,252,212,252,0,0,18,11,0,29,Heat Wave,Dark Pulse,Overheat,Dark Pulse
Ogerpon-Cornerstone (F),Cornerstone Mask,Sturdy,50,Rock,Jolly,4,252,188,164,4,252,19,0,31,12,31,20,Power Whip,Ivy Cudgel,Follow Me,Spiky Shield
Flutter Mane,Focus Sash,Protosynthesis,50,Fairy,Timid,4,180,4,252,4,252,31,0,31,20,31,0,Moonblast,Icy Wind,Taunt,Protect
Umbreon,Leftovers,Inner Focus,50,Poison,Calm,244,236,164,252,76,20,0,0,4,20,4,6,Foul Play,Taunt,Helping Hand,Moonlight
Kyogre,Choice Scarf,Drizzle,50,Water,Timid,4,252,4,252,4,252,0,0,31,16,31,0,Water Spout,Ice Beam,Origin Pulse,Thunder
Calyrex-Ice,Never-Melt Ice,As One (Glastrier),50,Grass,Adamant,244,132,4,44,92,36,31,0,0,24,31,0,Glacial Lance,High Horsepower,Trick Room,Protect
Urshifu-Rapid-Strike,Focus Sash,Unseen Fist,50,Water,Jolly,4,252,52,252,212,252,0,0,18,11,0,29,Surging Strikes,Close Combat,Aqua Jet,Detect
Raging Bolt,Assault Vest,Protosynthesis,50,Electric,Modest,148,252,148,124,4,84,19,20,31,12,31,20,Thunderbolt,Draco Meteor,Snarl,Thunderclap
Indeedee-F,Safety Goggles,Psychic Surge,50,Dragon,Bold,252,180,252,252,4,252,31,0,31,20,31,0,Psychic,Follow Me,Helping Hand,Trick Room
Landorus,Life Orb,Sheer Force,50,Poison,Timid,4,236,164,252,76,252,0,0,4,20,4,6,Earth Power,Sludge Bomb,Sandsear Storm,Protect
Terapagos-Terastal,Leftovers,Tera Shell,50,Stellar,Bold,172,252,140,124,12,60,0,15,31,16,31,0,Tera Starstorm,Earth Power,Calm Mind,Protect
Lunala,Power Herb,Shadow Shield,50,Fairy,Modest,220,132,4,212,4,68,31,0,0,24,31,0,Moongeist Beam,Meteor Beam,Moonblast,Trick Room
Incineroar,Rocky Helmet,Intimidate,50,Ghost,Impish,244,4,188,252,4,68,0,0,18,11,0,29,Knock Off,Will-O-Wisp,Parting Shot,Fake Out
Rillaboom,Assault Vest,Grassy Surge,50,Fire,Jolly,140,92,4,124,20,252,19,20,31,12,31,20,Drum Beating,U-turn,Grassy Glide,Fake Out
Ogerpon-Wellspring (F),Wellspring Mask,Water Absorb,50,Water,Adamant,236,12,4,252,196,60,31,0,31,20,31,0,Ivy Cudgel,Taunt,Follow Me,Spiky Shield
Ursaluna,Flame Orb,Guts,50,Ghost,Brave,140,252,108,252,4,252,0,0,4,20,4,0,Facade,Headlong Rush,Throat Chop,Protect
Kyogre,Choice Scarf,Drizzle,50,Water,Timid,4,252,140,252,12,252,0,0,31,16,31,0,Water Spout,Thunder,Origin Pulse,Ice Beam
Zamazenta-Crowned,Rusted Shield,Dauntless Shield,50,Grass,Jolly,4,132,252,212,4,252,31,0,0,24,31,0,Body Press,Wide Guard,Imprison,Protect
Chien-Pao,Focus Sash,Sword of Ruin,50,Ghost,Adamant,244,252,4,252,4,252,0,0,18,11,0,29,Icicle Crash,Sucker Punch,Crunch,Protect
Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,50,Grass,Adamant,108,76,4,124,68,252,19,20,31,12,31,20,Surging Strikes,Taunt,Aqua Jet,Detect
Rillaboom,Assault Vest,Grassy Surge,50,Fire,Adamant,252,116,4,252,76,60,31,0,31,20,31,0,Wood Hammer,U-turn,Grassy Glide,Fake Out
Flutter Mane,Booster Energy,Protosynthesis,50,Grass,Timid,92,252,204,252,4,212,0,0,4,20,4,0,Moonblast,Icy Wind,Shadow Ball,Protect
Koraidon,Clear Amulet,Orichalcum Pulse,50,Fire,Adamant,188,68,4,252,44,204,0,0,31,16,31,0,Flare Blitz,Collision Course,Flame Charge,Protect
Zacian-Crowned,Rusted Sword,Intrepid Sword,50,Water,Jolly,76,252,4,212,4,172,31,0,0,24,31,0,Behemoth Blade,Play Rough,Swords Dance,Protect
Flutter Mane,Focus Sash,Protosynthesis,50,Normal,Timid,4,252,4,252,4,252,0,0,18,11,0,29,Moonblast,Icy Wind,Shadow Ball,Protect
Ogerpon-Cornerstone (F),Cornerstone Mask,Sturdy,50,Rock,Jolly,4,252,4,124,68,252,19,20,31,12,31,20,Ivy Cudgel,Power Whip,Follow Me,Spiky Shield
Volcarona,Sitrus Berry,Flame Body,50,Water,Timid,252,116,92,4,28,132,31,0,31,20,31,0,Heat Wave,Tailwind,Rage Powder,Will-O-Wisp
Lilligant-Hisui,Covert Cloak,Chlorophyll,50,Normal,Jolly,4,252,204,252,4,252,0,0,4,20,4,0,Close Combat,Sleep Powder,Coaching,Protect
Ho-Oh,Clear Amulet,Regenerator,50,Water,Adamant,156,84,252,252,4,12,0,0,31,16,31,0,Brave Bird,Sacred Fire,Protect,Recover
Miraidon,Choice Specs,Hadron Engine,50,Fairy,Modest,44,252,12,252,4,196,31,0,0,24,31,0,Dazzling Gleam,Draco Meteor,Volt Switch,Electro Drift
Iron Hands,Assault Vest,Quark Drive,50,Water,Adamant,92,156,20,252,236,4,0,0,18,11,0,29,Drain Punch,Low Kick,Heavy Slam,Fake Out
Farigiraf,Throat Spray,Armor Tail,50,Fairy,Modest,172,252,108,156,68,4,19,0,31,12,31,20,Psychic,Trick Room,Hyper Voice,Protect
Grimmsnarl,Light Clay,Prankster,50,Ghost,Bold,252,116,132,4,124,132,31,0,31,20,31,0,Reflect,Light Screen,Foul Play,Thunder Wave
Urshifu-Rapid-Strike (M),Choice Scarf,Unseen Fist,50,Water,Adamant,4,252,204,252,4,252,0,0,4,20,4,0,Aqua Jet,Surging Strikes,U-turn,Coaching
Calyrex-Shadow,Life Orb,As One (Spectrier),50,Dark,Adamant,156,84,252,252,4,12,0,0,31,16,31,0,Astral Barrage,Psychic,Nasty Plot,Protect
Zamazenta-Crowned,Rusted Shield,Dauntless Shield,50,Dragon,Modest,44,252,12,252,4,196,31,0,0,24,31,0,Body Press,Behemoth Bash,Wide Guard,Protect
Incineroar,Rocky Helmet,Intimidate,50,Bug,Adamant,92,156,20,252,236,4,0,0,18,11,0,29,Knock Off,Parting Shot,Fake Out,Helping Hand
Rillaboom,Assault Vest,Grassy Surge,50,Water,Modest,172,252,108,156,68,4,19,0,31,12,31,20,Grassy Glide,Wood Hammer,U-turn,Fake Out
Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,50,Water,Bold,252,116,132,4,124,132,31,0,31,20,31,0,Surging Strikes,Close Combat,Aqua Jet,U-turn
Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,50,Fire,Adamant,4,252,204,252,4,252,0,0,4,20,4,0,Ivy Cudgel,Grassy Glide,Follow Me,Spiky Shield
Sneasler,Electric Seed,Unburden,50,Ghost,Adamant,156,84,252,252,4,12,0,0,31,16,31,0,Close Combat,Dire Claw,Toxic Spikes,Fake Out
Calyrex-Shadow,Life Orb,As One (Spectrier),50,Dark,Modest,44,252,12,252,4,196,31,0,0,24,31,0,Astral Barrage,Psychic,Encore,Protect
Dondozo,Leftovers,Unaware,50,Grass,Adamant,92,156,20,252,236,4,0,0,18,11,0,29,Earthquake,Body Press,Order Up,Protect
Tatsugiri (Tatsugiri-Droopy),Focus Sash,Commander,50,Stellar,Modest,172,252,108,156,68,4,19,0,31,12,31,20,Draco Meteor,Muddy Water,Helping Hand,Protect
Chi-Yu,Choice Scarf,Beads of Ruin,50,Ghost,Bold,252,116,132,4,124,132,31,0,31,20,31,0,Overheat,Heat Wave,Dark Pulse,Snarl
Miraidon,Assault Vest,Hadron Engine,50,Fairy,Adamant,4,252,204,252,4,252,0,0,4,20,4,0,Electro Drift,Draco Meteor,Dazzling Gleam,Volt Switch
Miraidon,Choice Specs,Hadron Engine,50,Fairy,Modest,44,84,4,196,12,252,0,0,31,16,31,0,Electro Drift,Volt Switch,Draco Meteor,Dazzling Gleam
Lunala,Electric Seed,Shadow Shield,50,Water,Modest,228,252,4,252,4,20,31,0,0,24,31,0,Moongeist Beam,Psyshock,Trick Room,Wide Guard
Whimsicott,Covert Cloak,Prankster,50,Dark,Timid,252,156,100,4,84,68,0,0,18,11,0,29,Moonblast,Tailwind,Encore,Light Screen
Chi-Yu,Choice Scarf,Beads of Ruin,50,Ghost,Modest,172,252,4,252,68,252,19,0,31,12,31,20,Heat Wave,Dark Pulse,Overheat,Snarl
Urshifu-Rapid-Strike,Focus Sash,Unseen Fist,50,Stellar,Adamant,4,252,132,4,124,252,31,0,31,20,31,0,Surging Strikes,Close Combat,Aqua Jet,Detect
Iron Hands,Assault Vest,Quark Drive,50,Water,Brave,92,156,100,252,156,252,0,0,4,20,4,0,Drain Punch,Low Kick,Heavy Slam,Fake Out
Calyrex-Shadow,Focus Sash,As One (Spectrier),50,Ghost,Modest,44,84,4,196,12,252,0,0,31,16,31,0,Astral Barrage,Disable,Psyshock,Protect
Zamazenta-Crowned,Rusted Shield,Dauntless Shield,50,Dragon,Modest,228,252,4,252,4,20,31,0,0,24,31,0,Body Press,Wide Guard,Heavy Slam,Protect
Incineroar,Assault Vest,Intimidate,50,Fairy,Timid,252,156,100,4,84,68,0,0,18,11,0,29,Fake Out,Flare Blitz,Knock Off,U-turn
Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,50,Water,Modest,172,252,4,252,68,252,19,0,31,12,31,20,Surging Strikes,Aqua Jet,Detect,Taunt
Amoonguss,Rocky Helmet,Regenerator,50,Dark,Adamant,4,252,132,4,124,252,31,0,31,20,31,0,Spore,Protect,Rage Powder,Sludge Bomb
Pelipper,Life Orb,Drizzle,50,Stellar,Brave,92,156,100,252,156,252,0,0,4,20,4,0,Hurricane,Weather Ball,Wide Guard,Protect
Zacian-Crowned,Rusted Sword,Intrepid Sword,50,Water,Modest,44,84,4,196,12,252,0,0,31,16,31,0,Play Rough,Behemoth Blade,Sacred Sword,Protect
Calyrex-Shadow,Focus Sash,As One (Spectrier),50,Ghost,Modest,228,252,4,252,4,20,31,0,0,24,31,0,Astral Barrage,Psychic,Imprison,Protect
Tornadus,Ability Shield,Prankster,50,Dark,Timid,252,156,100,4,84,68,0,0,18,11,0,29,Bleakwind Storm,Tailwind,Rain Dance,Protect
Urshifu-Rapid-Strike (M),Mystic Water,Unseen Fist,50,Water,Modest,172,252,4,252,68,252,19,0,31,12,31,20,Surging Strikes,Aqua Jet,Taunt,Detect
Rillaboom,Assault Vest,Grassy Surge,50,Fire,Adamant,4,252,132,4,124,252,31,0,31,20,31,0,Wood Hammer,Grassy Glide,Knock Off,Fake Out
Ogerpon-Cornerstone (F),Cornerstone Mask,Sturdy,50,Rock,Brave,92,156,100,252,156,252,0,0,4,20,4,0,Ivy Cudgel,Power Whip,Follow Me,Spiky Shield
Calyrex-Shadow,Life Orb,As One (Spectrier),50,Normal,Modest,44,84,4,196,12,252,0,0,31,16,31,0,Astral Barrage,Nasty Plot,Protect,Psychic
Terapagos,Leftovers,Tera Shift,50,Stellar,Modest,228,252,4,252,4,20,31,0,0,24,31,0,Calm Mind,Protect,Tera Starstorm,Earth Power
Rillaboom,Assault Vest,Grassy Surge,50,Water,Timid,252,156,100,4,84,68,0,0,18,11,0,29,U-turn,Grassy Glide,Wood Hammer,Fake Out
Incineroar,Rocky Helmet,Intimidate,50,Ghost,Modest,172,252,4,252,68,252,19,0,31,12,31,20,Will-O-Wisp,Knock Off,Fake Out,Parting Shot
Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,50,Fire,Adamant,4,252,132,4,124,252,31,0,31,20,31,0,Ivy Cudgel,Grassy Glide,Follow Me,Spiky Shield
Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,50,Water,Brave,92,156,100,252,156,252,0,0,4,20,4,0,Surging Strikes,Close Combat,U-turn,Aqua Jet
Calyrex-Shadow,Life Orb,As One (Spectrier),50,Ghost,Modest,44,84,4,196,12,252,0,0,31,16,31,0,Astral Barrage,Psychic,Substitute,Protect
Koraidon,Clear Amulet,Orichalcum Pulse,50,Fire,Modest,228,252,4,252,4,20,31,0,0,24,31,0,Collision Course,Flame Charge,Flare Blitz,Protect
Ditto,Focus Sash,Imposter,50,Normal,Timid,252,156,100,4,84,68,0,0,18,11,0,29,Transform,Grassy Glide,Wood Hammer,Fake Out
Fungolebbroso (Brute Bonnet),Rocky Helmet,Protosynthesis,50,Water,Modest,172,252,4,252,68,252,19,0,31,12,31,20,Spore,Rage Powder,Sucker Punch,Seed Bomb
Whimsicott,Covert Cloak,Prankster,50,Dark,Adamant,4,252,132,4,124,252,31,0,31,20,31,0,Moonblast,Tailwind,Helping Hand,Encore
Chi-Yu,Choice Scarf,Beads of Ruin,50,Ghost,Brave,92,156,100,252,156,252,0,0,4,20,4,0,Heat Wave,Snarl,Overheat,Dark Pulse
Miraidon,Choice Specs,Hadron Engine,50,Fairy,Modest,44,84,4,196,12,252,0,0,31,16,31,0,Electro Drift,Draco Meteor,Dazzling Gleam,Volt Switch
Grimmsnarl,Light Clay,Prankster,50,Ghost,Modest,228,252,4,252,4,20,31,0,0,24,31,0,Foul Play,Reflect,Light Screen,Thunder Wave
Volcarona,Leftovers,Flame Body,50,Grass,Timid,252,156,100,4,84,68,0,0,18,11,0,29,Fiery Dance,Struggle Bug,Quiver Dance,Protect
Zamazenta-Crowned,Rusted Shield,Dauntless Shield,50,Dragon,Modest,172,252,4,252,68,252,19,0,31,12,31,20,Behemoth Bash,Body Press,Wide Guard,Protect
Ditto,Focus Sash,Imposter,50,Ghost,Adamant,4,252,132,4,124,252,31,0,31,20,31,0,Transform,Tailwind,Helping Hand,Encore
Iron Hands,Assault Vest,Quark Drive,50,Water,Brave,92,156,100,252,156,252,0,0,4,20,4,0,Drain Punch,Wild Charge,Fake Out,Volt Switch
Calyrex-Shadow,Focus Sash,As One (Spectrier),50,Ghost,Modest,44,84,4,196,12,252,0,0,31,16,31,0,Astral Barrage,Psychic,Encore,Protect
Zamazenta-Crowned,Rusted Shield,Dauntless Shield,50,Dragon,Modest,228,252,4,252,4,20,31,0,0,24,31,0,Body Press,Heavy Slam,Wide Guard,Protect
Rillaboom (M),Assault Vest,Grassy Surge,50,Fire,Timid,252,156,100,4,84,68,0,0,18,11,0,29,Wood Hammer,Grassy Glide,U-turn,Fake Out
Incineroar (F),Chople Berry,Intimidate,50,Grass,Modest,172,252,4,252,68,252,19,0,31,12,31,20,Fake Out,Knock Off,Will-O-Wisp,Parting Shot
Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,50,Water,Adamant,4,252,132,4,124,252,31,0,31,20,31,0,Surging Strikes,Taunt,Aqua Jet,Detect
Tornadus,Rocky Helmet,Prankster,50,Dark,Brave,92,156,100,252,156,252,0,0,4,20,4,0,Bleakwind Storm,Tailwind,Rain Dance,Protect
Koraidon,Life Orb,Orichalcum Pulse,50,Fire,Modest,44,84,4,196,12,252,0,0,31,16,31,0,Flare Blitz,Close Combat,Flame Charge,Protect
Ogerpon-Cornerstone (F),Cornerstone Mask,Sturdy,50,Rock,Modest,228,252,4,252,4,20,31,0,0,24,31,0,Ivy Cudgel,Power Whip,Follow Me,Spiky Shield
Flutter Mane,Focus Sash,Protosynthesis,50,Normal,Timid,252,156,100,4,84,68,0,0,18,11,0,29,Moonblast,Icy Wind,Shadow Ball,Protect
Terapagos-Stellar,Leftovers,Teraform Zero,50,Stellar,Modest,172,252,4,252,68,252,19,0,31,12,31,20,Tera Starstorm,Earth Power,Calm Mind,Protect
Rillaboom,Assault Vest,Grassy Surge,50,Grass,Adamant,4,252,132,4,124,252,31,0,31,20,31,0,Wood Hammer,Grassy Glide,U-turn,Fake Out
Incineroar,Rocky Helmet,Intimidate,50,Poison,Brave,92,156,100,252,156,252,0,0,4,20,4,0,Knock Off,Fake Out,Will-O-Wisp,Parting Shot
Miraidon,Choice Specs,Hadron Engine,50,Fairy,Modest,44,84,4,196,12,252,0,0,31,16,31,0,Electro Drift,Draco Meteor,Dazzling Gleam,Volt Switch
Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,50,Ghost,Modest,228,252,4,252,4,20,31,0,0,24,31,0,Surging Strikes,Close Combat,Coaching,U-turn
Pelipper,Focus Sash,Drizzle,50,Ghost,Timid,252,156,100,4,84,68,0,0,18,11,0,29,Hurricane,Weather Ball,Wide Guard,Tailwind
Calyrex-Ice,Clear Amulet,As One (Glastrier),50,Fire,Modest,172,252,4,252,68,252,19,0,31,12,31,20,Glacial Lance,High Horsepower,Trick Room,Protect
Iron Hands,Assault Vest,Quark Drive,50,Water,Adamant,4,252,132,4,124,252,31,0,31,20,31,0,Drain Punch,Low Kick,Wild Charge,Fake Out
Ogerpon-Cornerstone (F),Cornerstone Mask,Sturdy,50,Rock,Brave,92,156,100,252,156,252,0,0,4,20,4,0,Ivy Cudgel,Power Whip,Follow Me,Spiky Shield
Koraidon,Clear Amulet,Orichalcum Pulse,50,Fire,Modest,44,84,4,196,12,252,0,0,31,16,31,0,Flare Blitz,Collision Course,Flame Charge,Protect
Ogerpon-Cornerstone,Cornerstone Mask,Sturdy,50,Rock,Modest,228,252,4,252,4,20,31,0,0,24,31,0,Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me
Calyrex-Shadow,Spell Tag,As One (Spectrier),50,Dark,Timid,252,156,100,4,84,68,0,0,18,11,0,29,Astral Barrage,Nasty Plot,Psychic,Protect
Smeargle,Focus Sash,Moody,50,Grass,Modest,172,252,4,252,68,252,19,0,31,12,31,20,Spore,Follow Me,Wide Guard,Spiky Shield
Incineroar,Safety Goggles,Intimidate,50,Bug,Adamant,4,252,132,4,124,252,31,0,31,20,31,0,Knock Off,Parting Shot,Fake Out,Flare Blitz
Rillaboom,Assault Vest,Grassy Surge,50,Fire,Brave,92,156,100,252,156,252,0,0,4,20,4,0,Wood Hammer,Fake Out,U-turn,Grassy Glide
Calyrex-Shadow,Focus Sash,As One (Spectrier),50,Ghost,Modest,44,84,4,196,12,252,0,0,31,16,31,0,Astral Barrage,Will-O-Wisp,Disable,Protect
Terapagos-Terastal,Leftovers,Tera Shell,50,Stellar,Modest,228,252,4,252,4,20,31,0,0,24,31,0,Tera Starstorm,Calm Mind,Substitute,Protect
Rillaboom,Assault Vest,Grassy Surge,50,Grass,Timid,252,156,100,4,84,68,0,0,18,11,0,29,Wood Hammer,Grassy Glide,U-turn,Fake Out
Incineroar,Rocky Helmet,Intimidate,50,Ghost,Modest,172,252,4,252,68,252,19,0,31,12,31,20,Knock Off,Fake Out,Parting Shot,Will-O-Wisp
Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,50,Water,Adamant,4,252,132,4,124,252,31,0,31,20,31,0,Surging Strikes,Close Combat,Aqua Jet,U-turn
Ogerpon-Cornerstone (F),Cornerstone Mask,Sturdy,50,Rock,Brave,92,156,100,252,156,252,0,0,4,20,4,0,Ivy Cudgel,Power Whip,Follow Me,Spiky Shield
Calyrex-Shadow,Focus Sash,As One (Spectrier),50,Ghost,Modest,44,84,4,196,12,252,0,0,31,16,31,0,Astral Barrage,Psychic,Will-O-Wisp,Protect
Terapagos-Terastal (M),Leftovers,Tera Shell,50,Stellar,Modest,228,252,4,252,4,20,31,0,0,24,31,0,Tera Starstorm,Earth Power,Calm Mind,Protect
Flutter Mane,Booster Energy,Protosynthesis,50,Normal,Timid,252,156,100,4,84,68,0,0,18,11,0,29,Moonblast,Thunder Wave,Taunt,Fake Tears
Ogerpon-Cornerstone,Cornerstone Mask,Sturdy,50,Rock,Modest,172,252,4,252,68,252,19,0,31,12,31,20,Ivy Cudgel,Power Whip,Follow Me,Spiky Shield
Rillaboom,Assault Vest,Grassy Surge,50,Grass,Adamant,4,252,132,4,124,252,31,0,31,20,31,0,Wood Hammer,Grassy Glide,U-turn,Fake Out
Incineroar,Rocky Helmet,Intimidate,50,Poison,Brave,92,156,100,252,156,252,0,0,4,20,4,0,Knock Off,Fake Out,Will-O-Wisp,Parting Shot
Miraidon,Choice Specs,Hadron Engine,50,Fairy,Modest,44,84,4,196,12,252,0,0,31,16,31,0,Electro Drift,Volt Switch,Draco Meteor,Dazzling Gleam
